Attendance_ID,Employee_ID,CheckIn,CheckOut
61,153,2/4/2024 6:33,2/4/2024 12:33
62,113,1/27/2024 12:57,1/27/2024 22:57
63,51,5/13/2024 20:20,5/14/2024 5:20
64,57,3/9/2024 23:35,3/10/2024 11:35
65,182,1/3/2024 13:28,1/4/2024 1:28
66,143,2/25/2024 4:07,2/25/2024 10:07
67,29,5/7/2024 8:58,5/7/2024 18:58
68,186,4/20/2024 11:28,4/20/2024 19:28
69,53,4/13/2024 7:47,4/13/2024 15:47
70,186,2/7/2024 5:42,2/7/2024 16:42
71,151,1/27/2024 14:13,1/27/2024 20:13
72,59,4/30/2024 2:30,4/30/2024 11:30
73,179,4/26/2024 4:56,4/26/2024 16:56
74,165,3/30/2024 12:10,3/30/2024 19:10
75,181,3/11/2024 0:59,3/11/2024 8:59
76,107,3/10/2024 21:41,3/11/2024 5:41
77,140,6/3/2024 0:02,6/3/2024 12:02
78,196,2/1/2024 11:39,2/1/2024 23:39
79,21,1/5/2024 21:43,1/6/2024 7:43
80,79,1/1/2024 22:45,1/2/2024 10:45
81,178,5/19/2024 3:13,5/19/2024 9:13
82,12,6/6/2024 2:48,6/6/2024 14:48
83,111,6/29/2024 11:35,6/29/2024 18:35
84,88,5/27/2024 6:07,5/27/2024 16:07
85,38,4/27/2024 19:39,4/28/2024 3:39
86,142,1/24/2024 3:16,1/24/2024 9:16
87,58,6/26/2024 2:55,6/26/2024 11:55
88,59,6/19/2024 1:42,6/19/2024 11:42
89,111,2/17/2024 14:48,2/18/2024 1:48
90,123,3/5/2024 0:01,3/5/2024 6:01
91,7,5/18/2024 11:36,5/18/2024 17:36
92,189,6/5/2024 18:47,6/6/2024 6:47
93,158,2/14/2024 2:23,2/14/2024 8:23
94,61,5/21/2024 7:51,5/21/2024 15:51
95,50,6/15/2024 10:23,6/15/2024 19:23
96,79,6/29/2024 15:48,6/30/2024 1:48
97,135,2/26/2024 15:01,2/26/2024 21:01
98,79,4/22/2024 17:56,4/23/2024 5:56
99,120,3/6/2024 1:00,3/6/2024 11:00
100,41,6/24/2024 23:11,6/25/2024 9:11
101,15,5/8/2024 11:58,5/8/2024 21:58
102,144,2/12/2024 21:16,2/13/2024 5:16
103,79,1/5/2024 0:42,1/5/2024 12:42
104,124,5/25/2024 21:58,5/26/2024 8:58
105,161,5/1/2024 16:25,5/2/2024 0:25
106,18,5/1/2024 20:57,5/2/2024 7:57
107,31,1/11/2024 5:40,1/11/2024 16:40
108,132,5/26/2024 0:31,5/26/2024 6:31
109,93,3/12/2024 8:11,3/12/2024 19:11
110,146,3/24/2024 8:06,3/24/2024 19:06
111,161,3/14/2024 21:30,3/15/2024 9:30
112,51,1/28/2024 7:53,1/28/2024 14:53
113,157,3/3/2024 13:21,3/4/2024 1:21
114,92,2/10/2024 19:55,2/11/2024 4:55
115,179,1/18/2024 5:11,1/18/2024 13:11
116,73,4/24/2024 18:37,4/25/2024 5:37
117,177,1/3/2024 0:23,1/3/2024 10:23
118,120,1/3/2024 15:46,1/4/2024 3:46
119,145,4/1/2024 18:16,4/2/2024 1:16
120,184,3/16/2024 20:14,3/17/2024 5:14
121,94,4/28/2024 5:59,4/28/2024 14:59
122,31,4/5/2024 19:31,4/6/2024 4:31
123,120,6/24/2024 19:59,6/25/2024 7:59
124,69,5/4/2024 21:38,5/5/2024 8:38
125,81,2/5/2024 9:18,2/5/2024 21:18
126,97,2/1/2024 22:40,2/2/2024 4:40
127,101,4/30/2024 12:59,4/30/2024 19:59
128,88,2/4/2024 23:20,2/5/2024 8:20
129,154,4/23/2024 0:50,4/23/2024 6:50
130,109,2/18/2024 22:13,2/19/2024 5:13
131,3,1/16/2024 23:22,1/17/2024 6:22
132,114,5/21/2024 4:58,5/21/2024 11:58
133,100,3/20/2024 17:59,3/21/2024 0:59
134,148,1/29/2024 7:06,1/29/2024 14:06
135,100,2/12/2024 23:23,2/13/2024 8:23
136,132,1/22/2024 12:05,1/22/2024 18:05
137,190,6/23/2024 0:36,6/23/2024 7:36
138,75,4/7/2024 10:14,4/7/2024 17:14
139,49,5/8/2024 12:59,5/8/2024 21:59
140,177,3/25/2024 16:31,3/26/2024 3:31
141,75,1/9/2024 10:06,1/9/2024 19:06
142,105,6/22/2024 7:05,6/22/2024 19:05
143,93,2/17/2024 15:37,2/18/2024 2:37
144,71,4/6/2024 9:40,4/6/2024 21:40
145,96,4/29/2024 19:56,4/30/2024 7:56
146,68,5/27/2024 21:02,5/28/2024 3:02
147,157,6/16/2024 14:56,6/16/2024 21:56
148,169,2/11/2024 14:01,2/11/2024 22:01
149,84,6/19/2024 19:27,6/20/2024 7:27
150,128,2/7/2024 2:29,2/7/2024 8:29
151,116,2/24/2024 3:24,2/24/2024 12:24
152,100,5/8/2024 0:29,5/8/2024 8:29
153,36,6/11/2024 3:31,6/11/2024 12:31
154,189,4/23/2024 0:18,4/23/2024 7:18
155,97,6/6/2024 7:37,6/6/2024 16:37
156,167,1/18/2024 4:51,1/18/2024 12:51
157,65,4/12/2024 4:27,4/12/2024 12:27
158,137,3/11/2024 1:06,3/11/2024 11:06
159,62,3/23/2024 16:51,3/24/2024 0:51
160,175,1/8/2024 2:50,1/8/2024 14:50
161,38,3/7/2024 10:37,3/7/2024 22:37
162,111,6/9/2024 13:08,6/9/2024 23:08
163,83,3/23/2024 2:35,3/23/2024 12:35
164,33,4/3/2024 5:23,4/3/2024 15:23
165,147,3/15/2024 1:01,3/15/2024 13:01
166,79,1/21/2024 1:07,1/21/2024 7:07
167,176,4/12/2024 10:23,4/12/2024 19:23
168,106,6/1/2024 22:09,6/2/2024 4:09
169,172,1/22/2024 22:11,1/23/2024 5:11
170,91,5/12/2024 1:01,5/12/2024 11:01
171,35,3/30/2024 14:24,3/30/2024 23:24
172,60,2/26/2024 17:22,2/27/2024 5:22
173,9,5/11/2024 7:03,5/11/2024 17:03
174,152,3/22/2024 14:03,3/23/2024 2:03
175,164,6/17/2024 22:50,6/18/2024 4:50
176,4,5/20/2024 15:53,5/21/2024 1:53
177,30,1/24/2024 11:41,1/24/2024 23:41
178,140,1/16/2024 18:40,1/17/2024 3:40
179,88,4/25/2024 11:23,4/25/2024 22:23
180,159,5/25/2024 10:12,5/25/2024 20:12
181,166,2/5/2024 17:29,2/5/2024 23:29
182,152,3/30/2024 22:15,3/31/2024 8:15
183,133,1/1/2024 4:57,1/1/2024 15:57
184,34,4/14/2024 15:23,4/14/2024 22:23
185,69,4/27/2024 10:15,4/27/2024 17:15
186,199,4/11/2024 1:02,4/11/2024 12:02
187,167,5/27/2024 18:45,5/28/2024 4:45
188,97,2/28/2024 4:47,2/28/2024 13:47
189,179,6/12/2024 12:27,6/12/2024 20:27
190,151,2/25/2024 1:38,2/25/2024 13:38
191,174,3/29/2024 3:35,3/29/2024 13:35
192,104,5/2/2024 10:37,5/2/2024 19:37
193,44,5/2/2024 5:12,5/2/2024 17:12
194,163,6/30/2024 23:59,7/1/2024 11:59
195,163,5/15/2024 20:55,5/16/2024 7:55
196,66,4/10/2024 10:23,4/10/2024 22:23
197,123,1/21/2024 20:50,1/22/2024 5:50
198,57,4/12/2024 16:15,4/12/2024 22:15
199,146,6/24/2024 23:29,6/25/2024 6:29
200,192,5/29/2024 3:26,5/29/2024 11:26
201,192,1/9/2024 7:31,1/9/2024 14:31
202,148,3/26/2024 5:11,3/26/2024 11:11
203,170,2/2/2024 9:55,2/2/2024 21:55
204,75,2/23/2024 9:58,2/23/2024 15:58
205,163,2/24/2024 6:27,2/24/2024 15:27
206,89,5/3/2024 21:10,5/4/2024 8:10
207,135,1/29/2024 19:47,1/30/2024 7:47
208,24,2/9/2024 5:14,2/9/2024 13:14
209,43,4/10/2024 0:37,4/10/2024 9:37
210,140,1/4/2024 2:48,1/4/2024 8:48
211,105,5/31/2024 8:47,5/31/2024 15:47
212,118,1/15/2024 1:00,1/15/2024 13:00
213,184,6/6/2024 13:54,6/7/2024 1:54
214,133,5/25/2024 4:10,5/25/2024 16:10
215,81,1/28/2024 16:26,1/29/2024 3:26
216,176,5/29/2024 7:27,5/29/2024 16:27
217,64,2/17/2024 22:41,2/18/2024 4:41
218,85,2/11/2024 1:08,2/11/2024 8:08
219,88,2/16/2024 9:08,2/16/2024 18:08
220,90,2/5/2024 7:46,2/5/2024 13:46
221,104,6/22/2024 16:54,6/23/2024 1:54
222,139,3/4/2024 7:53,3/4/2024 14:53
223,53,4/28/2024 15:41,4/29/2024 2:41
224,189,3/7/2024 16:28,3/7/2024 22:28
225,95,6/25/2024 23:01,6/26/2024 9:01
226,111,1/17/2024 23:14,1/18/2024 10:14
227,73,1/31/2024 22:37,2/1/2024 8:37
228,168,6/29/2024 12:50,6/29/2024 23:50
229,182,5/10/2024 2:16,5/10/2024 12:16
230,150,4/17/2024 9:51,4/17/2024 20:51
231,74,6/10/2024 1:44,6/10/2024 9:44
232,178,2/13/2024 7:34,2/13/2024 18:34
233,175,2/14/2024 20:04,2/15/2024 2:04
234,64,6/9/2024 22:39,6/10/2024 9:39
235,156,3/17/2024 12:56,3/17/2024 18:56
236,171,2/20/2024 20:11,2/21/2024 7:11
237,148,1/13/2024 14:33,1/13/2024 20:33
238,11,5/13/2024 7:13,5/13/2024 19:13
239,75,4/24/2024 7:06,4/24/2024 18:06
240,185,6/18/2024 11:52,6/18/2024 23:52
241,178,4/13/2024 11:39,4/13/2024 21:39
242,148,5/12/2024 10:59,5/12/2024 17:59
243,52,5/4/2024 23:46,5/5/2024 5:46
244,78,2/7/2024 2:17,2/7/2024 8:17
245,160,6/17/2024 4:51,6/17/2024 15:51
246,93,2/1/2024 7:22,2/1/2024 15:22
247,141,4/11/2024 8:39,4/11/2024 20:39
248,158,2/18/2024 7:56,2/18/2024 16:56
249,174,1/30/2024 2:59,1/30/2024 8:59
250,179,3/23/2024 14:50,3/23/2024 20:50
251,10,6/9/2024 14:16,6/9/2024 22:16
252,97,1/2/2024 1:13,1/2/2024 12:13
253,75,1/20/2024 3:33,1/20/2024 14:33
254,187,6/13/2024 6:00,6/13/2024 13:00
255,76,5/15/2024 10:36,5/15/2024 21:36
256,36,1/15/2024 3:59,1/15/2024 13:59
257,47,4/9/2024 4:01,4/9/2024 12:01
258,72,3/14/2024 8:53,3/14/2024 17:53
259,179,2/25/2024 23:20,2/26/2024 9:20
260,77,1/5/2024 5:10,1/5/2024 13:10
261,70,2/25/2024 12:12,2/25/2024 19:12
262,24,5/13/2024 15:03,5/14/2024 2:03
263,27,2/22/2024 3:53,2/22/2024 11:53
264,147,1/13/2024 21:34,1/14/2024 4:34
265,107,6/22/2024 22:47,6/23/2024 5:47
266,89,4/12/2024 13:58,4/12/2024 21:58
267,58,1/5/2024 16:21,1/6/2024 1:21
268,79,1/20/2024 13:01,1/21/2024 0:01
269,98,1/19/2024 4:11,1/19/2024 10:11
270,174,2/24/2024 17:36,2/25/2024 3:36
271,198,5/16/2024 2:20,5/16/2024 12:20
272,133,5/27/2024 0:22,5/27/2024 7:22
273,8,5/9/2024 12:27,5/9/2024 22:27
274,109,5/14/2024 11:37,5/14/2024 17:37
275,64,2/13/2024 23:41,2/14/2024 7:41
276,173,4/4/2024 20:23,4/5/2024 6:23
277,68,4/5/2024 21:53,4/6/2024 3:53
278,13,1/17/2024 23:25,1/18/2024 5:25
279,144,4/8/2024 14:25,4/9/2024 0:25
280,122,1/30/2024 7:57,1/30/2024 17:57
281,72,4/22/2024 3:32,4/22/2024 15:32
282,33,5/18/2024 11:33,5/18/2024 20:33
283,157,2/24/2024 6:56,2/24/2024 14:56
284,184,1/19/2024 18:42,1/20/2024 4:42
285,118,2/8/2024 6:27,2/8/2024 16:27
286,105,5/24/2024 10:09,5/24/2024 18:09
287,36,3/3/2024 20:23,3/4/2024 2:23
288,190,4/2/2024 3:15,4/2/2024 10:15
289,15,4/26/2024 10:35,4/26/2024 20:35
290,10,5/18/2024 18:35,5/19/2024 6:35
291,198,3/8/2024 0:23,3/8/2024 7:23
292,196,3/26/2024 21:37,3/27/2024 8:37
293,164,6/10/2024 20:09,6/11/2024 3:09
294,165,2/16/2024 5:25,2/16/2024 13:25
295,139,3/30/2024 2:10,3/30/2024 13:10
296,56,6/18/2024 12:53,6/18/2024 19:53
298,148,4/24/2024 23:09,4/25/2024 10:09
299,6,6/16/2024 18:18,6/17/2024 2:18
300,130,4/5/2024 2:32,4/5/2024 8:32
301,16,4/26/2024 0:02,4/26/2024 7:02
302,121,3/30/2024 2:14,3/30/2024 14:14
303,90,1/19/2024 5:01,1/19/2024 11:01
304,103,4/27/2024 14:16,4/27/2024 23:16
305,196,3/11/2024 16:24,3/12/2024 1:24
306,156,3/12/2024 2:28,3/12/2024 13:28
307,78,3/12/2024 14:32,3/13/2024 0:32
308,159,1/5/2024 17:06,1/6/2024 1:06
309,5,3/22/2024 3:14,3/22/2024 15:14
310,157,1/23/2024 12:12,1/23/2024 22:12
311,42,5/27/2024 23:28,5/28/2024 8:28
312,168,1/23/2024 12:50,1/23/2024 20:50
313,25,3/11/2024 22:54,3/12/2024 8:54
314,62,1/15/2024 21:38,1/16/2024 9:38
315,37,5/17/2024 9:39,5/17/2024 21:39
316,55,2/18/2024 14:39,2/18/2024 22:39
317,143,6/13/2024 21:16,6/14/2024 8:16
318,156,6/28/2024 8:33,6/28/2024 20:33
319,10,3/6/2024 21:12,3/7/2024 5:12
320,64,6/15/2024 15:26,6/15/2024 21:26
321,65,3/12/2024 20:21,3/13/2024 6:21
322,64,1/28/2024 15:05,1/29/2024 1:05
323,195,4/17/2024 4:36,4/17/2024 10:36
324,122,6/8/2024 17:58,6/9/2024 4:58
325,123,5/6/2024 0:23,5/6/2024 7:23
326,88,5/8/2024 13:54,5/8/2024 22:54
327,50,1/28/2024 7:39,1/28/2024 15:39
328,82,2/27/2024 7:33,2/27/2024 15:33
329,83,3/27/2024 19:53,3/28/2024 6:53
330,164,1/11/2024 8:36,1/11/2024 17:36
331,140,5/8/2024 15:13,5/8/2024 21:13
332,132,6/29/2024 15:59,6/30/2024 1:59
333,65,3/21/2024 2:24,3/21/2024 8:24
334,125,6/12/2024 23:14,6/13/2024 5:14
335,174,2/2/2024 6:25,2/2/2024 14:25
336,38,4/17/2024 6:51,4/17/2024 15:51
337,67,3/2/2024 18:37,3/3/2024 4:37
338,122,3/16/2024 19:29,3/17/2024 1:29
339,22,1/7/2024 1:19,1/7/2024 8:19
340,199,3/27/2024 14:23,3/28/2024 1:23
341,137,3/24/2024 9:43,3/24/2024 19:43
342,183,1/5/2024 0:58,1/5/2024 12:58
343,42,5/16/2024 12:33,5/16/2024 18:33
344,70,1/23/2024 22:25,1/24/2024 9:25
345,93,5/1/2024 14:47,5/1/2024 22:47
346,175,5/3/2024 21:00,5/4/2024 9:00
347,92,5/15/2024 13:53,5/16/2024 0:53
348,65,2/21/2024 14:33,2/22/2024 2:33
349,27,5/30/2024 8:08,5/30/2024 16:08
350,50,3/27/2024 5:37,3/27/2024 15:37
351,89,6/4/2024 3:19,6/4/2024 9:19
352,57,3/25/2024 9:39,3/25/2024 16:39
353,151,1/12/2024 23:43,1/13/2024 8:43
354,63,1/9/2024 4:25,1/9/2024 11:25
355,139,5/5/2024 23:49,5/6/2024 9:49
356,186,3/10/2024 14:50,3/10/2024 23:50
357,147,6/22/2024 5:31,6/22/2024 15:31
358,47,3/27/2024 9:29,3/27/2024 20:29
359,16,5/5/2024 20:23,5/6/2024 3:23
360,147,2/4/2024 21:59,2/5/2024 8:59
361,136,3/21/2024 16:54,3/22/2024 2:54
362,56,4/4/2024 20:49,4/5/2024 6:49
363,188,6/10/2024 8:43,6/10/2024 20:43
364,177,2/3/2024 17:38,2/4/2024 1:38
365,36,4/15/2024 15:48,4/15/2024 22:48
366,71,6/20/2024 0:53,6/20/2024 6:53
367,83,6/16/2024 21:31,6/17/2024 5:31
368,49,2/6/2024 13:56,2/6/2024 19:56
369,80,5/10/2024 19:03,5/11/2024 2:03
370,22,4/23/2024 5:19,4/23/2024 17:19
371,151,5/1/2024 1:50,5/1/2024 12:50
372,84,3/17/2024 7:34,3/17/2024 19:34
373,99,4/23/2024 0:42,4/23/2024 12:42
374,166,2/11/2024 2:46,2/11/2024 12:46
375,197,4/30/2024 15:37,4/30/2024 22:37
376,26,5/8/2024 7:29,5/8/2024 14:29
377,108,1/19/2024 9:52,1/19/2024 20:52
378,139,1/27/2024 3:44,1/27/2024 15:44
379,110,5/4/2024 11:10,5/4/2024 23:10
380,190,6/28/2024 9:00,6/28/2024 15:00
381,121,4/5/2024 14:01,4/5/2024 23:01
382,191,4/8/2024 16:02,4/9/2024 0:02
383,73,4/7/2024 10:30,4/7/2024 20:30
384,109,3/19/2024 16:11,3/20/2024 3:11
385,155,5/2/2024 14:17,5/3/2024 2:17
386,157,1/26/2024 21:46,1/27/2024 8:46
387,87,1/24/2024 16:54,1/25/2024 3:54
388,91,2/6/2024 2:33,2/6/2024 8:33
389,159,1/9/2024 5:22,1/9/2024 11:22
390,97,4/7/2024 2:01,4/7/2024 14:01
391,125,4/9/2024 20:09,4/10/2024 5:09
392,145,6/14/2024 13:08,6/14/2024 20:08
393,108,1/29/2024 1:09,1/29/2024 9:09
394,148,4/5/2024 19:31,4/6/2024 3:31
395,53,2/13/2024 15:24,2/13/2024 22:24
396,138,4/3/2024 2:24,4/3/2024 10:24
397,112,2/26/2024 15:36,2/27/2024 3:36
398,98,6/11/2024 21:06,6/12/2024 6:06
399,20,3/24/2024 19:48,3/25/2024 4:48
400,33,5/1/2024 19:13,5/2/2024 2:13
401,105,5/15/2024 13:04,5/16/2024 0:04
402,13,6/21/2024 20:17,6/22/2024 7:17
403,80,6/27/2024 17:16,6/28/2024 0:16
404,180,1/12/2024 0:09,1/12/2024 9:09
405,115,5/23/2024 0:34,5/23/2024 11:34
406,169,1/18/2024 18:55,1/19/2024 6:55
407,27,6/13/2024 9:33,6/13/2024 18:33
408,75,3/21/2024 15:51,3/21/2024 22:51
409,106,6/21/2024 5:53,6/21/2024 12:53
410,116,6/12/2024 23:07,6/13/2024 9:07
411,73,5/19/2024 21:32,5/20/2024 8:32
412,31,2/18/2024 9:48,2/18/2024 20:48
413,78,1/9/2024 5:26,1/9/2024 16:26
414,11,2/4/2024 21:58,2/5/2024 8:58
415,60,2/27/2024 14:57,2/28/2024 1:57
416,132,4/27/2024 8:32,4/27/2024 16:32
417,38,6/9/2024 12:35,6/9/2024 21:35
418,183,2/20/2024 16:39,2/20/2024 22:39
419,16,1/23/2024 6:09,1/23/2024 14:09
420,135,5/5/2024 17:20,5/6/2024 4:20
421,191,6/29/2024 15:52,6/30/2024 1:52
422,27,5/11/2024 20:31,5/12/2024 4:31
423,75,6/13/2024 12:18,6/13/2024 19:18
424,6,4/3/2024 20:17,4/4/2024 3:17
425,77,4/18/2024 16:51,4/19/2024 0:51
426,129,2/28/2024 8:19,2/28/2024 19:19
427,112,1/21/2024 14:07,1/22/2024 2:07
428,184,5/14/2024 15:57,5/15/2024 3:57
429,65,4/21/2024 18:45,4/22/2024 1:45
430,74,3/5/2024 10:44,3/5/2024 19:44
431,60,5/12/2024 20:57,5/13/2024 2:57
432,104,1/7/2024 9:27,1/7/2024 19:27
433,124,6/5/2024 23:44,6/6/2024 6:44
434,115,3/26/2024 16:12,3/27/2024 4:12
435,94,1/9/2024 10:59,1/9/2024 18:59
436,160,5/8/2024 9:46,5/8/2024 16:46
437,82,4/15/2024 3:09,4/15/2024 15:09
438,111,3/26/2024 0:40,3/26/2024 12:40
439,193,6/14/2024 0:49,6/14/2024 10:49
440,63,6/5/2024 20:59,6/6/2024 2:59
441,15,4/4/2024 11:46,4/4/2024 23:46
442,163,3/28/2024 16:44,3/29/2024 3:44
443,30,3/15/2024 17:18,3/16/2024 4:18
444,145,5/21/2024 1:13,5/21/2024 9:13
445,191,2/11/2024 22:02,2/12/2024 9:02
446,84,3/5/2024 14:43,3/6/2024 0:43
447,133,6/11/2024 8:28,6/11/2024 15:28
448,52,3/24/2024 20:44,3/25/2024 8:44
449,178,3/22/2024 12:47,3/22/2024 18:47
450,184,1/24/2024 12:28,1/25/2024 0:28
451,42,5/11/2024 12:20,5/12/2024 0:20
452,188,2/21/2024 0:49,2/21/2024 7:49
453,157,5/24/2024 10:18,5/24/2024 16:18
454,131,6/29/2024 18:44,6/30/2024 3:44
455,182,2/27/2024 12:21,2/27/2024 23:21
456,108,1/4/2024 22:58,1/5/2024 8:58
457,169,5/2/2024 7:55,5/2/2024 13:55
458,141,1/5/2024 5:57,1/5/2024 13:57
459,162,6/12/2024 10:02,6/12/2024 18:02
460,15,3/13/2024 14:04,3/13/2024 20:04
461,99,6/7/2024 20:59,6/8/2024 6:59
462,193,5/6/2024 2:35,5/6/2024 11:35
463,185,6/30/2024 4:30,6/30/2024 14:30
464,170,2/17/2024 3:58,2/17/2024 10:58
465,66,1/10/2024 4:32,1/10/2024 12:32
466,54,4/3/2024 11:44,4/3/2024 22:44
467,111,4/24/2024 11:53,4/24/2024 17:53
468,110,4/9/2024 1:48,4/9/2024 12:48
469,177,1/9/2024 8:08,1/9/2024 14:08
470,139,5/22/2024 18:18,5/23/2024 5:18
471,13,6/11/2024 20:36,6/12/2024 2:36
472,41,6/20/2024 10:20,6/20/2024 21:20
473,79,5/25/2024 11:40,5/25/2024 23:40
474,151,5/30/2024 4:17,5/30/2024 15:17
475,90,5/14/2024 1:46,5/14/2024 9:46
476,139,6/15/2024 21:28,6/16/2024 5:28
477,162,6/18/2024 21:29,6/19/2024 3:29
478,15,3/2/2024 22:31,3/3/2024 5:31
479,92,1/25/2024 8:29,1/25/2024 18:29
480,88,5/26/2024 16:31,5/27/2024 0:31
481,172,6/20/2024 2:42,6/20/2024 14:42
482,158,4/13/2024 18:15,4/14/2024 4:15
483,91,1/30/2024 18:08,1/31/2024 1:08
484,4,1/16/2024 17:52,1/17/2024 0:52
485,127,6/2/2024 14:03,6/2/2024 20:03
486,145,3/7/2024 11:06,3/7/2024 18:06
487,56,6/19/2024 2:51,6/19/2024 8:51
488,118,4/3/2024 1:41,4/3/2024 13:41
489,98,3/15/2024 21:37,3/16/2024 4:37
490,62,4/3/2024 3:22,4/3/2024 11:22
491,109,6/17/2024 11:40,6/17/2024 23:40
492,106,3/19/2024 10:34,3/19/2024 22:34
493,56,4/11/2024 10:13,4/11/2024 19:13
494,15,1/2/2024 9:36,1/2/2024 21:36
495,55,6/18/2024 13:44,6/19/2024 1:44
496,70,3/8/2024 12:35,3/8/2024 18:35
497,181,2/17/2024 0:04,2/17/2024 10:04
498,139,4/5/2024 2:57,4/5/2024 8:57
499,146,1/7/2024 22:05,1/8/2024 10:05
500,127,1/4/2024 17:01,1/5/2024 4:01
501,191,5/22/2024 7:55,5/22/2024 14:55
502,142,4/4/2024 4:32,4/4/2024 16:32
503,154,3/28/2024 3:32,3/28/2024 14:32
504,34,5/10/2024 22:43,5/11/2024 9:43
505,131,2/6/2024 10:41,2/6/2024 16:41
506,50,5/7/2024 22:18,5/8/2024 8:18
507,19,5/6/2024 8:41,5/6/2024 20:41
508,86,1/2/2024 23:24,1/3/2024 5:24
509,141,3/23/2024 11:56,3/23/2024 22:56
510,172,2/19/2024 14:51,2/19/2024 22:51
511,94,2/8/2024 8:46,2/8/2024 20:46
512,67,1/27/2024 21:24,1/28/2024 6:24
513,171,1/11/2024 3:53,1/11/2024 12:53
514,77,3/15/2024 21:46,3/16/2024 8:46
515,55,1/28/2024 3:45,1/28/2024 10:45
516,89,1/28/2024 9:17,1/28/2024 19:17
517,25,5/19/2024 14:17,5/20/2024 1:17
518,15,4/30/2024 22:16,5/1/2024 7:16
519,188,2/6/2024 2:35,2/6/2024 11:35
520,107,2/1/2024 19:07,2/2/2024 4:07
521,129,2/9/2024 9:44,2/9/2024 16:44
522,176,2/25/2024 1:16,2/25/2024 7:16
523,66,4/15/2024 13:44,4/16/2024 1:44
524,99,1/19/2024 10:12,1/19/2024 18:12
525,70,1/8/2024 10:41,1/8/2024 16:41
526,131,2/27/2024 14:18,2/28/2024 0:18
527,119,5/3/2024 0:40,5/3/2024 8:40
528,118,4/22/2024 7:23,4/22/2024 14:23
529,71,5/7/2024 15:40,5/8/2024 3:40
530,102,3/12/2024 9:28,3/12/2024 20:28
531,81,2/24/2024 7:00,2/24/2024 19:00
532,7,2/1/2024 7:52,2/1/2024 18:52
533,112,6/10/2024 0:14,6/10/2024 12:14
534,12,2/1/2024 4:29,2/1/2024 13:29
535,4,6/6/2024 14:52,6/7/2024 1:52
536,40,4/7/2024 10:43,4/7/2024 16:43
537,45,3/15/2024 14:46,3/16/2024 0:46
